CODMES;CLIENTE;CLIENTE;NUMBANCOS;EDAD;BCOTCMAX;GENERO
201912;1604;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;55;IBK;M
201912;1605;PROFESIONAL INDEPENDIENTE;3;37;BBVA;M
201912;1606;INFORMAL;2;24;FALABELLA;M
201912;1607;DEPENDIENTE;1;36;BCP;F
201912;1608;DEPENDIENTE;1;52;FALABELLA;F
201912;1609;DEPENDIENTE;2;31;BBVA;F
201912;1610;INFORMAL;1;36;IBK;M
201912;1611;DEPENDIENTE;3;25;IBK;F
201912;1612;DEPENDIENTE;3;57;FALABELLA;M
201912;1613;DEPENDIENTE;1;35;SCOTIA;M
201912;1614;DEPENDIENTE;1;32;IBK;M
201912;1615;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;39;FINANC_UNO;F
201912;1616;DEPENDIENTE;2;32;BCP;M
201912;1617;INFORMAL;4;31;FINANC_UNO;F
201912;1618;DEPENDIENTE;2;46;BCP;M
201912;1619;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;26;IBK;M
201912;1620;INFORMAL;2;28;CREDISCOTIA;M
201912;1621;INFORMAL;1;25;BCP;F
201912;1622;INFORMAL;1;34;FINANC_UNO;F
201912;1623;DEPENDIENTE;1;30;IBK;F
201912;1624;INFORMAL;1;23;BCP;M
201912;1625;DEPENDIENTE;1;25;IBK;F
201912;1626;PROFESIONAL INDEPENDIENTE;3;29;CREDISCOTIA;M
201912;1627;INFORMAL;1;40;IBK;M
201912;1628;INFORMAL;1;35;FINANC_UNO;F
201912;1629;PROFESIONAL INDEPENDIENTE;3;61;FINANCIERO;F
201912;1630;PROFESIONAL INDEPENDIENTE;2;34;IBK;M
201912;1631;INFORMAL;2;22;FINANC_UNO;F
201912;1632;DEPENDIENTE;3;36;IBK;F
201912;1633;DEPENDIENTE;2;26;IBK;M
201912;1634;DEPENDIENTE;3;27;FALABELLA;M
201912;1635;INFORMAL;1;36;IBK;M
201912;1636;INFORMAL;3;52;CREDISCOTIA;F
201912;1637;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;41;FINANC_UNO;M
201912;1638;INFORMAL;2;48;IBK;F
201912;1639;INFORMAL;1;40;IBK;F
201912;1640;DEPENDIENTE;2;26;FINANC_UNO;F
201912;1641;DEPENDIENTE;1;25;IBK;F
201912;1642;INFORMAL;1;37;IBK;F
201912;1643;INFORMAL;2;24;FALABELLA;F
201912;1644;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;30;BCP;M
201912;1645;NO LABORA;2;31;CENCOSUD;F
201912;1646;DEPENDIENTE;1;24;IBK;M
201912;1647;DEPENDIENTE;1;26;IBK;F
201912;1648;INFORMAL;1;68;IBK;F
201912;1649;DEPENDIENTE;1;26;BCP;M
201912;1650;INFORMAL;1;42;IBK;M
201912;1651;INFORMAL;1;24;IBK;M
201912;1652;INFORMAL;1;57;FALABELLA;M
201912;1653;DEPENDIENTE;3;30;FALABELLA;F
201912;1654;INFORMAL;1;22;BCP;F
201912;1655;DEPENDIENTE;1;26;IBK;F
201912;1656;PROFESIONAL INDEPENDIENTE;2;26;FALABELLA;M
201912;1657;INFORMAL;3;46;BCP;F
201912;1658;DEPENDIENTE;2;24;IBK;M
201912;1659;DEPENDIENTE;1;38;IBK;F
201912;1660;INFORMAL;1;59;IBK;F
201912;1661;DEPENDIENTE;2;62;FINANCIERO;M
201912;1662;DEPENDIENTE;1;50;BCP;F
201912;1663;DEPENDIENTE;3;25;BCP;M
201912;1664;INFORMAL;2;29;CREDISCOTIA;F
201912;1665;INFORMAL;1;27;FINANC_UNO;F
201912;1666;INFORMAL;3;46;BCP;F
201912;1667;DEPENDIENTE;1;28;IBK;F
201912;1668;INFORMAL;2;43;IBK;F
201912;1669;INFORMAL;4;42;SCOTIA;M
201912;1670;PROFESIONAL INDEPENDIENTE;2;30;BCP;F
201912;1671;INFORMAL;2;36;IBK;M
201912;1672;PROFESIONAL INDEPENDIENTE;5;59;FINANC_UNO;M
201912;1673;INFORMAL;1;62;BCP;F
201912;1674;INFORMAL;3;23;CENCOSUD;M
201912;1675;INFORMAL;2;50;RIPLEY;M
201912;1676;PROFESIONAL INDEPENDIENTE;1;38;IBK;M
201912;1677;DEPENDIENTE;4;37;IBK;M
201912;1678;DEPENDIENTE;3;37;RIPLEY;F
201912;1679;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;43;CENCOSUD;M
201912;1680;DEPENDIENTE;1;37;IBK;F
201912;1681;DEPENDIENTE;1;53;IBK;F
201912;1682;INFORMAL;2;28;FINANC_UNO;F
201912;1683;INFORMAL;1;40;IBK;F
201912;1684;DEPENDIENTE;1;27;FALABELLA;F
201912;1685;INFORMAL;1;51;IBK;M
201912;1686;INFORMAL;1;27;BCP;M
201912;1687;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;47;SCOTIA;F
201912;1688;DEPENDIENTE;3;23;CENCOSUD;F
201912;1689;INFORMAL;3;64;FALABELLA;F
201912;1690;DEPENDIENTE;2;26;BCP;M
201912;1691;DEPENDIENTE;1;25;IBK;M
201912;1692;INFORMAL;1;34;IBK;F
201912;1693;DEPENDIENTE;1;36;IBK;M
201912;1694;DEPENDIENTE;1;39;IBK;M
201912;1695;DEPENDIENTE;1;45;IBK;F
201912;1696;DEPENDIENTE;2;30;CENCOSUD;M
201912;1697;PROFESIONAL INDEPENDIENTE;2;41;IBK;F
201912;1698;PROFESIONAL INDEPENDIENTE;3;36;BCP;M
201912;1699;DEPENDIENTE;1;48;IBK;M
201912;1700;INFORMAL;1;58;SCOTIA;M
201912;1701;DEPENDIENTE;1;49;SCOTIA;M
201912;1702;DEPENDIENTE;1;52;FINANC_UNO;M
201912;1703;DEPENDIENTE;3;42;FINANC_UNO;F
201912;1704;PROFESIONAL INDEPENDIENTE;2;63;IBK;M
201912;1705;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;46;IBK;M
201912;1706;INFORMAL;1;51;IBK;F
201912;1707;PROFESIONAL INDEPENDIENTE;1;27;IBK;F
201912;1708;INFORMAL;1;23;FALABELLA;M
201912;1709;PROFESIONAL INDEPENDIENTE;3;26;FALABELLA;F
201912;1710;PROFESIONAL INDEPENDIENTE;2;28;FINANC_UNO;M
201912;1711;DEPENDIENTE;2;49;FALABELLA;F
201912;1712;PROFESIONAL INDEPENDIENTE;1;29;BCP;F
201912;1713;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;30;CREDISCOTIA;M
201912;1714;INFORMAL;3;25;FALABELLA;F
201912;1715;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;31;BCP;M
201912;1716;PROFESIONAL INDEPENDIENTE;2;29;FALABELLA;F
201912;1717;INFORMAL;1;23;IBK;M
201912;1718;INFORMAL;4;22;FALABELLA;M
201912;1719;INFORMAL;2;38;FALABELLA;M
201912;1720;DEPENDIENTE;1;30;IBK;F
201912;1721;INFORMAL;1;68;FALABELLA;F
201912;1722;INFORMAL;2;27;BCP;F
201912;1723;INFORMAL;2;33;SCOTIA;F
201912;1724;INFORMAL;1;64;IBK;M
201912;1725;INFORMAL;1;55;IBK;M
201912;1726;DEPENDIENTE;1;37;SCOTIA;M
201912;1727;DEPENDIENTE;1;26;IBK;F
201912;1728;INFORMAL;3;57;FINANC_UNO;F
201912;1729;INFORMAL;1;39;CREDISCOTIA;M
201912;1730;DEPENDIENTE;3;50;BBVA;M
201912;1731;DEPENDIENTE;2;21;BCP;M
201912;1732;PROFESIONAL INDEPENDIENTE;2;27;FINANC_UNO;M
201912;1733;INFORMAL;1;64;IBK;M
201912;1734;PROFESIONAL INDEPENDIENTE;2;29;FALABELLA;M
201912;1735;DEPENDIENTE;1;55;IBK;M
201912;1736;DEPENDIENTE;1;42;IBK;F
201912;1737;INFORMAL;1;30;FALABELLA;M
201912;1738;INFORMAL;1;50;FINANC_UNO;F
201912;1739;INFORMAL;2;23;IBK;M
201912;1740;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;46;CREDISCOTIA;F
201912;1741;PROFESIONAL INDEPENDIENTE;2;29;FALABELLA;M
201912;1742;DEPENDIENTE;1;23;IBK;F
201912;1743;DEPENDIENTE;3;30;FINANC_UNO;F
201912;1744;DEPENDIENTE;2;24;CENCOSUD;M
201912;1745;INFORMAL;1;28;IBK;F
201912;1746;DEPENDIENTE;2;25;FALABELLA;F
201912;1747;INFORMAL;1;71;IBK;M
201912;1748;INFORMAL;2;35;CREDISCOTIA;F
201912;1749;DEPENDIENTE;1;25;IBK;F
201912;1750;INFORMAL;1;39;IBK;M
201912;1751;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;31;FINANC_UNO;F
201912;1752;INFORMAL;2;39;IBK;F
201912;1753;INFORMAL;5;33;CENCOSUD;F
201912;1754;INFORMAL;3;40;CREDISCOTIA;F
201912;1755;INFORMAL;5;40;IBK;F
201912;1756;INFORMAL;4;31;FALABELLA;F
201912;1757;PROFESIONAL INDEPENDIENTE;4;50;FINANC_UNO;M
201912;1758;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;42;IBK;F
201912;1759;DEPENDIENTE;1;51;IBK;M
201912;1760;DEPENDIENTE;1;23;IBK;M
201912;1761;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;38;IBK;F
201912;1762;DEPENDIENTE;2;35;BBVA;F
201912;1763;DEPENDIENTE;2;36;BCP;M
201912;1764;PROFESIONAL INDEPENDIENTE;1;56;BCP;F
201912;1765;DEPENDIENTE;2;35;BCP;M
201912;1766;DEPENDIENTE;1;40;BBVA;M
201912;1767;DEPENDIENTE;1;33;IBK;M
201912;1768;INFORMAL;1;37;IBK;M
201912;1769;INFORMAL;1;47;FINANC_UNO;F
201912;1770;INFORMAL;2;61;IBK;F
201912;1771;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;61;IBK;F
201912;1772;DEPENDIENTE;1;25;IBK;F
201912;1773;DEPENDIENTE;4;33;RIPLEY;F
201912;1774;DEPENDIENTE;4;53;FALABELLA;M
201912;1775;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;27;BCP;M
201912;1776;INFORMAL;2;44;FALABELLA;F
201912;1777;INFORMAL;1;36;IBK;F
201912;1778;INFORMAL;1;53;IBK;F
201912;1779;DEPENDIENTE;3;24;BCP;M
201912;1780;DEPENDIENTE;3;27;FALABELLA;M
201912;1781;INFORMAL;2;25;FALABELLA;F
201912;1782;DEPENDIENTE;2;36;FINANC_UNO;F
201912;1783;DEPENDIENTE;2;64;IBK;M
201912;1784;INFORMAL;4;58;SCOTIA;M
201912;1785;INFORMAL;3;44;IBK;F
201912;1786;DEPENDIENTE;3;48;BCP;M
201912;1787;DEPENDIENTE;2;43;CREDISCOTIA;F
201912;1788;INFORMAL;1;27;BBVA;F
201912;1789;INFORMAL;3;29;BCP;M
201912;1790;INFORMAL;2;36;FINANC_UNO;M
201912;1791;INFORMAL;3;30;FINANC_UNO;F
201912;1792;DEPENDIENTE;1;60;SCOTIA;F
201912;1793;INFORMAL;1;26;IBK;F
201912;1794;INFORMAL;3;21;FALABELLA;M
201912;1795;INFORMAL;2;24;IBK;F
201912;1796;PROFESIONAL INDEPENDIENTE;1;25;BBVA;F
201912;1797;PROFESIONAL INDEPENDIENTE;2;24;BCP;M
201912;1798;DEPENDIENTE;3;41;FINANC_UNO;M
201912;1799;PROFESIONAL INDEPENDIENTE;1;30;FALABELLA;F
201912;1800;INFORMAL;3;57;SCOTIA;F
201912;1801;PROFESIONAL INDEPENDIENTE;1;31;IBK;M
201912;1802;DEPENDIENTE;2;29;SCOTIA;F
201912;1803;PROFESIONAL INDEPENDIENTE;4;40;BBVA;M
201912;1804;PROFESIONAL INDEPENDIENTE;4;41;SCOTIA;F
201912;1805;INFORMAL;2;62;IBK;M
201912;1806;DEPENDIENTE;1;27;IBK;M
201912;1807;INFORMAL;1;34;FINANC_UNO;F
201912;1808;DEPENDIENTE;2;27;BCP;F
201912;1809;DEPENDIENTE;1;22;IBK;M
201912;1810;INFORMAL;1;27;IBK;F
201912;1811;DEPENDIENTE;1;27;BCP;M
201912;1812;DEPENDIENTE;1;32;IBK;M
201912;1813;INFORMAL;3;50;RIPLEY;M
201912;1814;INFORMAL;1;39;IBK;M
201912;1815;DEPENDIENTE;1;37;CREDISCOTIA;M
201912;1816;INFORMAL;3;58;FALABELLA;F
201912;1817;PROFESIONAL INDEPENDIENTE;1;49;IBK;F
201912;1818;DEPENDIENTE;1;56;IBK;F
201912;1819;INFORMAL;2;23;FINANC_UNO;M
201912;1820;INFORMAL;3;46;IBK;M
201912;1821;DEPENDIENTE;4;45;FINANCIERO;M
201912;1822;INFORMAL;1;25;IBK;F
201912;1823;PROFESIONAL INDEPENDIENTE;1;42;IBK;M
201912;1824;INFORMAL;1;40;IBK;F
201912;1825;INFORMAL;2;39;IBK;F
201912;1826;DEPENDIENTE;2;66;IBK;M
201912;1827;INFORMAL;5;39;BIF;F
201912;1828;PROFESIONAL INDEPENDIENTE;1;32;BCP;F
201912;1829;DEPENDIENTE;2;52;FINANC_UNO;M
201912;1830;DEPENDIENTE;1;27;FALABELLA;M
201912;1831;DEPENDIENTE;3;35;BBVA;M
201912;1832;DEPENDIENTE;2;29;IBK;M
201912;1833;INFORMAL;1;33;IBK;M
201912;1834;INFORMAL;2;34;FALABELLA;M
201912;1835;DEPENDIENTE;1;23;IBK;M
201912;1836;PROFESIONAL INDEPENDIENTE;3;35;SCOTIA;M
201912;1837;PROFESIONAL INDEPENDIENTE;1;26;BCP;M
201912;1838;DEPENDIENTE;1;22;AZTECA;M
201912;1839;INFORMAL;1;26;IBK;F
201912;1840;PROFESIONAL INDEPENDIENTE;4;26;BCP;F
201912;1841;INFORMAL;3;40;FALABELLA;F
201912;1842;INFORMAL;1;21;IBK;F
201912;1843;DEPENDIENTE;3;30;IBK;M
201912;1844;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;59;IBK;M
201912;1845;DEPENDIENTE;3;22;FALABELLA;F
201912;1846;PROFESIONAL INDEPENDIENTE;1;70;IBK;F
201912;1847;INFORMAL;1;35;IBK;F
201912;1848;INFORMAL;2;24;FINANC_UNO;F
201912;1849;PROFESIONAL INDEPENDIENTE;3;55;RIPLEY;F
201912;1850;INFORMAL;3;44;FINANC_UNO;M
201912;1851;INFORMAL;1;48;FALABELLA;F
201912;1852;INFORMAL;1;50;CREDISCOTIA;F
201912;1853;INFORMAL;2;26;FALABELLA;F
201912;1854;INFORMAL;1;29;IBK;F
201912;1855;DEPENDIENTE;2;42;BCP;M
201912;1856;PROFESIONAL INDEPENDIENTE;1;31;IBK;M
201912;1857;DEPENDIENTE;1;31;IBK;F
201912;1858;DEPENDIENTE;1;37;IBK;F
201912;1859;PROFESIONAL INDEPENDIENTE;3;50;FINANC_UNO;F
201912;1860;INFORMAL;1;43;FALABELLA;M
201912;1861;INFORMAL;1;25;IBK;F
201912;1862;INFORMAL;1;41;IBK;F
201912;1863;INFORMAL;1;49;IBK;F
201912;1864;INFORMAL;1;26;IBK;M
201912;1865;PROFESIONAL INDEPENDIENTE;2;28;BCP;M
201912;1866;INFORMAL;1;27;RIPLEY;F
201912;1867;PROFESIONAL INDEPENDIENTE;1;23;IBK;M
201912;1868;INFORMAL;2;64;IBK;F
201912;1869;INFORMAL;1;38;IBK;F
201912;1870;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;44;IBK;F
201912;1871;DEPENDIENTE;3;52;BCP;M
201912;1872;INFORMAL;1;37;IBK;F
201912;1873;ACCIONISTA EMPRESA;3;30;RIPLEY;M
201912;1874;INFORMAL;1;61;IBK;M
201912;1875;INFORMAL;2;60;IBK;M
201912;1876;INFORMAL;1;22;IBK;F
201912;1877;DEPENDIENTE;2;36;BBVA;M
201912;1878;INFORMAL;2;58;FINANC_UNO;F
201912;1879;DEPENDIENTE;3;47;FALABELLA;M
201912;1880;PROFESIONAL INDEPENDIENTE;2;29;BBVA;F
201912;1881;DEPENDIENTE;3;33;BCP;M
201912;1882;PROFESIONAL INDEPENDIENTE;2;32;BBVA;F
201912;1883;INFORMAL;1;53;CENCOSUD;F
201912;1884;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;41;FALABELLA;M
201912;1885;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;33;IBK;M
201912;1886;INFORMAL;2;55;FALABELLA;M
201912;1887;INFORMAL;1;51;IBK;M
201912;1888;INFORMAL;3;39;SCOTIA;M
201912;1889;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;31;IBK;F
201912;1890;DEPENDIENTE;4;53;FALABELLA;F
201912;1891;DEPENDIENTE;2;39;BIF;M
201912;1892;DEPENDIENTE;2;41;IBK;M
201912;1893;PROFESIONAL INDEPENDIENTE;1;22;FALABELLA;F
201912;1894;DEPENDIENTE;1;39;SCOTIA;M
201912;1895;INFORMAL;2;41;FALABELLA;F
201912;1896;DEPENDIENTE;2;61;FINANC_UNO;M
201912;1897;INFORMAL;1;25;FINANC_UNO;M
201912;1898;INFORMAL;3;43;RIPLEY;F
201912;1899;DEPENDIENTE;1;30;IBK;M
201912;1900;DEPENDIENTE;1;41;BCP;M
201912;1901;PROFESIONAL INDEPENDIENTE;1;32;IBK;M
201912;1902;INFORMAL;1;65;BCP;F
201912;1903;INFORMAL;2;35;FALABELLA;M
201912;1904;DEPENDIENTE;1;33;IBK;F
201912;1905;INFORMAL;4;61;RIPLEY;F
201912;1906;DEPENDIENTE;2;24;IBK;M
201912;1907;INFORMAL;2;43;CENCOSUD;F
201912;1908;PROFESIONAL INDEPENDIENTE;3;29;BCP;M
201912;1909;INFORMAL;1;56;CENCOSUD;F
201912;1910;INFORMAL;4;53;RIPLEY;F
201912;1911;PROFESIONAL INDEPENDIENTE;1;35;BCP;M
201912;1912;DEPENDIENTE;1;28;IBK;M
201912;1913;INFORMAL;1;23;BCP;M
201912;1914;PROFESIONAL INDEPENDIENTE;2;54;BCP;F
201912;1915;PROFESIONAL INDEPENDIENTE;1;24;CENCOSUD;M
201912;1916;PROFESIONAL INDEPENDIENTE;3;52;SCOTIA;F
201912;1917;DEPENDIENTE;1;27;IBK;M
201912;1918;DEPENDIENTE;1;32;FINANC_UNO;M
201912;1919;INFORMAL;2;30;FALABELLA;M
201912;1920;DEPENDIENTE;1;25;SCOTIA;F
201912;1921;DEPENDIENTE;2;46;IBK;F
201912;1922;INFORMAL;1;26;IBK;M
201912;1923;DEPENDIENTE;1;70;FINANCIERO;M
201912;1924;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;63;IBK;F
201912;1925;DEPENDIENTE;1;42;IBK;M
201912;1926;DEPENDIENTE;3;34;FINANC_UNO;M
201912;1927;INFORMAL;3;37;FALABELLA;F
201912;1928;PROFESIONAL INDEPENDIENTE;3;27;FALABELLA;M
201912;1929;PROFESIONAL INDEPENDIENTE;1;24;BBVA;M
201912;1930;INFORMAL;4;35;BCP;F
201912;1931;PROFESIONAL INDEPENDIENTE;3;30;BCP;F
201912;1932;DEPENDIENTE;1;27;IBK;M
201912;1933;DEPENDIENTE;3;39;BBVA;M
201912;1934;INFORMAL;2;28;IBK;F
201912;1935;DEPENDIENTE;1;29;IBK;M
201912;1936;PROFESIONAL INDEPENDIENTE;3;30;FALABELLA;M
201912;1937;INFORMAL;1;27;IBK;F
201912;1938;PROFESIONAL INDEPENDIENTE;2;29;FALABELLA;F
201912;1939;PROFESIONAL INDEPENDIENTE;2;24;FALABELLA;F
201912;1940;DEPENDIENTE;3;36;CENCOSUD;M
201912;1941;PROFESIONAL INDEPENDIENTE;2;30;FINANCIERO;M
201912;1942;INFORMAL;1;25;IBK;M
201912;1943;DEPENDIENTE;4;31;BCP;F
201912;1944;INFORMAL;4;36;RIPLEY;F
201912;1945;PROFESIONAL INDEPENDIENTE;3;27;BBVA;M
201912;1946;DEPENDIENTE;2;33;BBVA;F
201912;1947;DEPENDIENTE;1;23;IBK;F
201912;1948;DEPENDIENTE;1;43;IBK;F
201912;1949;DEPENDIENTE;2;44;CENCOSUD;F
201912;1950;PROFESIONAL INDEPENDIENTE;3;29;FALABELLA;M
201912;1951;DEPENDIENTE;1;31;IBK;M
201912;1952;DEPENDIENTE;2;26;IBK;F
201912;1953;INFORMAL;2;46;BCP;M
201912;1954;PROFESIONAL INDEPENDIENTE;5;31;FALABELLA;M
201912;1955;DEPENDIENTE;4;32;BBVA;F
201912;1956;INFORMAL;3;46;CENCOSUD;F
201912;1957;INFORMAL;1;35;IBK;M
201912;1958;PROFESIONAL INDEPENDIENTE;2;32;FALABELLA;F
201912;1959;DEPENDIENTE;2;45;FALABELLA;M
201912;1960;DEPENDIENTE;2;23;FALABELLA;M
201912;1961;INFORMAL;1;57;SCOTIA;F
201912;1962;INFORMAL;1;27;FINANC_UNO;M
201912;1963;DEPENDIENTE;1;34;IBK;F
201912;1964;PROFESIONAL INDEPENDIENTE;3;26;BCP;M
201912;1965;INFORMAL;1;28;IBK;M
201912;1966;PROFESIONAL INDEPENDIENTE;2;57;CENCOSUD;M
201912;1967;INFORMAL;1;21;IBK;M
201912;1968;INFORMAL;1;22;IBK;F
201912;1969;INFORMAL;2;33;IBK;F
201912;1970;DEPENDIENTE;1;46;BBVA;M
201912;1971;DEPENDIENTE;1;24;IBK;M
201912;1972;DEPENDIENTE;1;37;IBK;M
201912;1973;INFORMAL;2;52;FALABELLA;F
201912;1974;INFORMAL;3;33;RIPLEY;F
201912;1975;DEPENDIENTE;1;30;RIPLEY;M
201912;1976;DEPENDIENTE;3;23;FALABELLA;M
201912;1977;INFORMAL;1;31;FINANC_UNO;M
201912;1978;DEPENDIENTE;1;43;BCP;M
201912;1979;DEPENDIENTE;3;31;BBVA;F
201912;1980;DEPENDIENTE;3;44;FINANC_UNO;F
201912;1981;INFORMAL;1;42;IBK;M
201912;1982;INFORMAL;1;55;IBK;F
201912;1983;INFORMAL;1;21;IBK;M
201912;1984;DEPENDIENTE;3;37;FALABELLA;M
201912;1985;DEPENDIENTE;2;28;BBVA;M
201912;1986;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;55;BBVA;F
201912;1987;INFORMAL;4;52;CENCOSUD;M
201912;1988;PROFESIONAL INDEPENDIENTE;1;21;IBK;M
201912;1989;DEPENDIENTE;2;39;SCOTIA;M
201912;1990;INFORMAL;1;43;IBK;M
201912;1991;PROFESIONAL INDEPENDIENTE;1;25;IBK;M
201912;1992;INFORMAL;2;48;IBK;M
201912;1993;INFORMAL;1;23;IBK;F
201912;1994;INFORMAL;2;48;CREDISCOTIA;M
201912;1995;DEPENDIENTE;1;21;BCP;M
201912;1996;DEPENDIENTE;1;22;IBK;M
201912;1997;NO LABORA;2;28;BBVA;F
201912;1998;INFORMAL;1;41;FALABELLA;F
201912;1999;INFORMAL;3;36;IBK;F
201912;2000;DEPENDIENTE;1;24;BCP;F
201912;2001;INFORMAL;2;32;CENCOSUD;F
201912;2002;INFORMAL;1;51;IBK;F
201912;2003;INFORMAL;1;26;IBK;F
201912;2004;DEPENDIENTE;1;26;IBK;F
201912;2005;INFORMAL;1;35;IBK;M
201912;2006;DEPENDIENTE;1;31;RIPLEY;F
201912;2007;PROFESIONAL INDEPENDIENTE;2;39;CREDISCOTIA;F
201912;2008;INFORMAL;2;52;FALABELLA;F
201912;2009;PROFESIONAL INDEPENDIENTE;1;57;FINANC_UNO;M
201912;2010;DEPENDIENTE;2;31;BBVA;M
201912;2011;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;43;SCOTIA;M
201912;2012;DEPENDIENTE;2;48;BBVA;F
201912;2013;INFORMAL;2;61;IBK;F
201912;2014;INFORMAL;1;23;IBK;F
201912;2015;DEPENDIENTE;1;45;IBK;M
201912;2016;INFORMAL;3;46;RIPLEY;F
201912;2017;DEPENDIENTE;1;32;BCP;M
201912;2018;PROFESIONAL INDEPENDIENTE;3;61;FINANC_UNO;F
201912;2019;INFORMAL;3;21;CREDISCOTIA;F
201912;2020;DEPENDIENTE;2;31;IBK;M
201912;2021;INFORMAL;2;29;FALABELLA;F
201912;2022;PROFESIONAL INDEPENDIENTE;3;24;CREDISCOTIA;F
201912;2023;INFORMAL;1;56;FINANC_UNO;F
201912;2024;PROFESIONAL INDEPENDIENTE;1;25;IBK;M
201912;2025;DEPENDIENTE;1;26;IBK;M
201912;2026;INFORMAL;1;51;IBK;F
201912;2027;INFORMAL;1;26;IBK;F
201912;2028;DEPENDIENTE;1;25;IBK;F
201912;2029;INFORMAL;1;35;IBK;M
201912;2030;DEPENDIENTE;4;29;FALABELLA;F
201912;2031;PROFESIONAL INDEPENDIENTE;2;37;FINANC_UNO;M
201912;2032;INFORMAL;1;57;IBK;M
201912;2033;DEPENDIENTE;1;29;IBK;F
201912;2034;PROFESIONAL INDEPENDIENTE;2;26;FINANC_UNO;F
201912;2035;DEPENDIENTE;2;46;BCP;M
201912;2036;PROFESIONAL INDEPENDIENTE;2;39;FINANC_UNO;M
201912;2037;DEPENDIENTE;2;23;BCP;F
201912;2038;INFORMAL;1;24;IBK;M
201912;2039;PROFESIONAL INDEPENDIENTE;2;25;FALABELLA;F
201912;2040;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;23;IBK;M
201912;2041;INFORMAL;3;41;CREDISCOTIA;F
201912;2042;INFORMAL;1;43;IBK;M
201912;2043;DEPENDIENTE;1;22;IBK;M
201912;2044;DEPENDIENTE;1;21;IBK;M
201912;2045;DEPENDIENTE;3;31;CREDISCOTIA;M
201912;2046;DEPENDIENTE;1;30;IBK;F
201912;2047;DEPENDIENTE;3;27;BCP;F
201912;2048;PROFESIONAL INDEPENDIENTE;2;27;BCP;M
201912;2049;DEPENDIENTE;1;24;IBK;F
201912;2050;DEPENDIENTE;1;28;IBK;F
201912;2051;INFORMAL;1;23;IBK;M
201912;2052;DEPENDIENTE;2;35;IBK;F
201912;2053;DEPENDIENTE;1;28;IBK;F
201912;2054;DEPENDIENTE;3;28;FALABELLA;M
201912;2055;INFORMAL;1;30;IBK;F
201912;2056;DEPENDIENTE;4;43;CREDISCOTIA;M
201912;2057;INFORMAL;1;23;IBK;M
201912;2058;DEPENDIENTE;1;29;IBK;M
201912;2059;DEPENDIENTE;1;50;CENCOSUD;M
201912;2060;INFORMAL;3;59;RIPLEY;F
201912;2061;INFORMAL;1;23;IBK;M
201912;2062;PROFESIONAL INDEPENDIENTE;1;22;IBK;M
201912;2063;DEPENDIENTE;2;32;FALABELLA;F
201912;2064;DEPENDIENTE;1;40;IBK;M
201912;2065;INFORMAL;1;24;IBK;F
201912;2066;INFORMAL;1;31;IBK;F
201912;2067;INFORMAL;2;58;IBK;F
201912;2068;INFORMAL;1;23;IBK;F
201912;2069;DEPENDIENTE;2;38;IBK;F
201912;2070;PROFESIONAL INDEPENDIENTE;2;38;FINANCIERO;M
201912;2071;INFORMAL;3;34;BBVA;M
201912;2072;INFORMAL;2;49;IBK;M
201912;2073;DEPENDIENTE;1;36;IBK;F
201912;2074;DEPENDIENTE;3;31;FALABELLA;M
201912;2075;INFORMAL;2;70;BCP;M
201912;2076;INFORMAL;4;38;IBK;F
201912;2077;DEPENDIENTE;1;25;BCP;M
201912;2078;DEPENDIENTE;1;25;IBK;F
201912;2079;INFORMAL;1;53;FINANC_UNO;F
201912;2080;DEPENDIENTE;3;31;BCP;M
201912;2081;DEPENDIENTE;2;24;BBVA;F
201912;2082;INFORMAL;1;31;IBK;M
201912;2083;DEPENDIENTE;3;32;BCP;F
201912;2084;INFORMAL;3;24;IBK;F
201912;2085;INFORMAL;1;25;BCP;M
201912;2086;INFORMAL;1;53;CENCOSUD;M
201912;2087;INFORMAL;1;25;CREDISCOTIA;F
201912;2088;DEPENDIENTE;1;73;IBK;M
201912;2089;PROFESIONAL INDEPENDIENTE;1;23;BCP;M
